path	git_blob_oid	class	current_authority_proof	packaged_proof	runtime_proof	state_authority_proof	qa_future_route_proof	disposition	destination
collab-electron/src/main/session-canvas-projector.ts	15e6e2732958b3e15efb52140ebdfcc81206b024	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/sidecar/client.test.ts	c640db8dcbd60f9ab60c8ef3b238c14f4dfb9c4f	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/sidecar/client.ts	754727be51b0a90e905986bf1b6ee27b92297a79	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/sidecar/entry.ts	117e42a8c1b11d2ed71954359fe9eb92d9e53afb	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/sidecar/log.ts	f1609ba6bef41de33f341a6bba19df3b603b6661	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/sidecar/protocol.ts	f334c4ab70d7db022d49bb69b504a16b7a1e0f31	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/sidecar/ring-buffer.test.ts	aee93ffa3db22448cbe9720505990222e3806b26	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/sidecar/ring-buffer.ts	e755a9d05499247f21eec3a8999b272861440cf5	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/sidecar/server.test.ts	851e798ab9ea277ad84eaa336221ce6092aad808	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/sidecar/server.ts	672adb3b3882a50c35062d430c5319dc559a2452	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/sidecar/wsl-env.test.ts	075b010cb91c3acdc84e5ae38bd957accdbbd27c	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/task-delegation-projection.test.ts	3fed3e45653506e36f6e34f843439076ef17d308	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/task-delegation-projection.ts	fe81915c18b2aae6154fe6933fde285914d3f42d	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/task-steering.test.ts	8631265754a9ddd05e2f06229a70bfe5cffb1c9a	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/terminal-target.test.ts	bd11ca398c676741a418accd193dfcf5f99012e4	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/terminal-target.ts	63909002848255287f70b6bd4d96dfd07c1a4380	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/tmux.test.ts	2be64152f9553b9d8b357300264dfd47e6cb89ef	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/tmux.ts	f7522cdd613e0d3e097fa404ff0d586d8dd4ab93	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/trusted-sender.test.ts	0952285f9285cde57338d5f970ff608a1d1b829c	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/trusted-sender.ts	5179ee769e02115f4040ef73dd7f33b6d149cbfa	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/updater/index.ts	4949e6d2b68c7a61b2aff89429f6ed0e51eb2121	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/updater/update-manager.test.ts	df113a541643254a092b2836b80b9f35b6932868	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/updater/update-manager.ts	4e42ff7ed8aaca33b0c7456419ad65ac60081f6e	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/vite-raw.d.ts	51977b1271cdb42a6398608defacfde4e754b656	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/watcher-worker.ts	5ec584b19820a07576e0e1dfa97a631591579e7a	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/watcher.ts	40a97d195ad73f7718af72c39b61e4266ef4faa3	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/wikilink-index.ts	7a90675072219b89d7020a478a3e7085c7273faf	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/workspace-config.ts	e004c33ec5084ffc61ea014035b6a9be86c74ed4	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/workspace-graph-python.ts	a9071eff989844538b6c697091ba04a2c55cea61	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/main/workspace-graph.ts	e5639f9ba29bb2ca9c3f1348ca32ff1d2d674871	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/preload/shell.ts	13a41eb530f76a634925ae36bcea1f866651eb3b	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/preload/universal.ts	3b787e3aac5c275e450969f9fd63fe67d11a1060	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/artifact-tile/index.html	281715c700ea721135720e180fbc1e01cc33b837	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/artifact-tile/src/App.tsx	f7a9f3d42907981eeaf74cb044939dca42374ec6	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/artifact-tile/src/main.tsx	6fc9169ab8335a67a5c95e2b848eb7f9fa1f61a3	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/artifact-tile/src/result-payload.test.ts	1756bb6555ceeac97e8bff629f1e6cf08055f41d	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/artifact-tile/src/result-payload.ts	1cde471c06b1f0f38178c5e27bb9dc8b78df6032	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/artifact-tile/src/styles/App.css	d486b594077d0cb59d27049f631f27e7fe0f2fbc	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/graph-tile/index.html	ae61b7651763e29c1696516cb0497764e7340352	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/graph-tile/src/App.tsx	b8745a704a43620f1103e2d0fa383f40c3c1d581	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/graph-tile/src/main.tsx	bf154c6e95a54bb20ce992873d981d240565017d	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/graph-tile/src/styles/App.css	b906b8d424dd7b9b40447ef36b24386ece7efc79	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/nav/index.html	1ac9c0492753bf5eb7c937b95e2bc35d4d3270a7	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/nav/src/App.tsx	8baf37397b8baa637b343d9a70007797aaa9c625	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/nav/src/main.tsx	ff63b1079f5c393d4696d743e4297a25a6d5998c	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/nav/src/styles/App.css	e6d0d230b98d6661de2c1b5d0b5edd30ee227687	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/session-tile/index.html	2dc63842edf73a2d311d81fec62822cbc4948d8c	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/session-tile/src/App.tsx	4f4e1ffcb15a7b31859a31643d63e0faa1eb6bb4	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/session-tile/src/main.tsx	9be4c63d5dc96fe44ef269d9d70504ebe2317d3a	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/session-tile/src/styles.css	ac330bdfd50ad5bcba69aabbd1c4f8b87f8f0e07	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/settings/index.html	ad854a8b058ffb8103d429116f9aab0bb08f50c6	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/settings/src/App.tsx	85bc5536834d1b2b497790d3cffe9a7e1f7b98b3	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/settings/src/main.tsx	dbe9694386033e72f971f17c09b0f95bc2367441	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shared/PostHogProvider.tsx	b3c216488bc40d5f5466007ebd8a6fdf9ba030b5	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shared/flow-cube/flow-cube-watermark.js	1240518c66a5c8355e89d9f0374d12b33bbb3110	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shared/qf-base.css	f5fa3dc26a4c783a9a58ba26559ace61eac0442b	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shared/qf-tokens.css	8682da03094eae9f7daf18265d7df40f2c514f21	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/index.html	9cc3d4015287239ea4383be57252e0feb1d19a85	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/back-to-world.test.ts	ef9e99b7e475c1bf0022430b71a6bd7f1317f408	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/cable-controller.js	ce86e6fb553966a11a5797f97e5e12734dc962e9	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/cable-honesty.test.ts	dccfe6b33c23c9b25e1b386b1956fd772a3557dc	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/cable-inspector.js	5572535fc14a0b97d0a2fd5ce8c14603e2388049	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/cable-math.js	b644f61ca2b1015f6b4b29d2fd261ea7b14eebf2	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/cable-math.test.ts	7a99cd2a62f8d415a4f944519564017c652c486e	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/cable-orphan.test.ts	735b22ee0b37586878f822bb1e034e1e52f97879	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/cable-overlay.js	437bc49b5ba812a2f7f2eb8f64c8eed688b99031	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/cable-overlay.test.ts	10b0a63ee3cb0335bd2dbcadf1e6216e37bcb0c8	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/canvas-layout.js	1c8089bb71c71934ee44b02528a2472c681f37cc	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/canvas-layout.test.ts	4c98406a8b570e4f27d87ae531da1586f04b511e	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/canvas-minimap.js	1f41f5fdcd6836559e8ed73217bf16e9c985d587	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/canvas-place.js	165af404bb97b66d1a1503f2c08cfdc4b6f667fc	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/canvas-rpc.js	9ea3ef8b2021b2f19d4f835bd4d527b0a0a571d3	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/canvas-rpc.test.ts	555011cced6bc242c32899fa092f01e6f739a275	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/canvas-state.js	bc52295ad1e79f00ac245853602b858a33f7fdd3	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/canvas-state.test.ts	6f1b19531f6b98b8675865826e890831ecdaaeb9	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/canvas-viewport.js	19f08597fb61ab4a57f871a59a5936ce8f42af36	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/canvas-viewport.test.ts	5b0f73f32a16bc27c5909d10aef518ee52495e8f	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/dark-mode.js	8f4c2fdaf04cd9e86ec57f3458d0173152e62c75	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/dock.js	d52fcf7539544ea0dde78a27ee53ffb64b65ef9c	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/dock.test.ts	5cd7ef127a1740ab390638624de88294e9b809e0	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/edge-indicators.js	ae213330cd0d54bd40d70dfc2721ca19dd27b6d1	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/edge-indicators.test.ts	9859650bb5aad223425b93fb794b0571c2f577ce	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/glacier-feel.js	fee59a3a2d0a749a41d70e0769f9a383f53d3d46	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/glacier-feel.test.ts	597ed8093565b83ac0a6aeb95e44756dc3e95c2c	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/handoff-layer.js	d63d1fa2885ab719a5cc5ca05556458e15746e16	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/handoff-layer.test.js	cb965ac402efeebd2aae6b7fa634e4363290fc17	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/kernel-ledger.js	faa3246d72f723f6140bebafcfbb4c3c22d1f272	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/onboarding-removal.test.ts	10621324db06e9d59d444a454f899e7c1ad9d1b6	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/panel-manager.js	b8e41e024c35a6e20855e168261a614a877d591d	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/panel-manager.test.ts	7b7533736742bbf651b0fde2130a5771a822a3a5	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/participant-projection.js	01114abab479880caec4fcb990d02acdf4f57655	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/participant-projection.test.ts	654fb58053ea08065b7bdee551696b3749dad5a3	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/renderer.js	bcf9493ded5d3100dae61681db66c6860491ad89	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/research-world.js	bac970b5a2b2bad0c6e83d180228a37f1a8879f0	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/research-world.test.ts	c2a44bd21d6a31cc59993293e2893a6950a55320	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/shell.css	764764a5371a9925f281d4160e1319101303c10b	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/task-composition.js	1b807a7314b38e12c26cfa11ae0d6a273f42f53e	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/task-composition.test.ts	bd20ef8a695d353c7f63b0db5b66e41583d3bfd2	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/tile-interactions.js	41284db9edd1f043157f63c23882a4e3b28b7072	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/tile-manager-focus.test.ts	cc6ea4278c0f3fa61fbc3d9d161ceea61ad439c7	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/tile-manager-layout.test.ts	c4a2369392a8fb117116684a0d7ee0d8730aaf39	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/tile-manager.js	2de7194b62238813f131001573276677f0985329	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/tile-renderer.js	b27893bfe38400676673034d14eb13f2e1fe50b8	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/tile-renderer.test.ts	f6502c62a778542662867e55fb0e5ab33f09a223	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/tooltip.js	6d7574848a6481ca2fc9eab1ebb8f6eab6477b65	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/webview-factory.js	67cab39caefbd7bd6ccc226287bcf373b7e427dc	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/webview-factory.test.ts	79ee4b5c3673b7369b8ac27e58cd3e1d353067cc	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/shell/src/workspace-manager.js	6819b6222bda70ae21d80fadc3a61998029c09bd	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/terminal-tile/index.html	66ddb42c85003e6d3d58fc125f30d1f55c6f6b1b	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/terminal-tile/src/App.tsx	dcc2c1f0f9603ff243cbfd8f18170ad6a90077d3	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/terminal-tile/src/main.tsx	f6ee40dc83871c6a5c40a9c39655e848b935a802	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/terminal-tile/src/styles/App.css	11f1c2b5adf5fa084e349b487b9b3026f37c3f75	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/tile-list/index.html	a80d234a872ad0b7abc1f56b50104f2452f46987	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/tile-list/src/App.css	9a74678602815f9546540e49b602d904b236c989	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/tile-list/src/App.tsx	51128d2bfe6cacf958ccd7eca895e248ba614d6f	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/tile-list/src/main.tsx	450ff9a6f610c9e90095194eb32672959d910011	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/viewer/index.html	c9037622fe336bad07fa15aa098c2179d324e372	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/viewer/src/App.tsx	f88542b3729a328ed39444bb680064028b2536af	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
collab-electron/src/windows/viewer/src/main.tsx	e09ee3913bfd2b3ee7915c311bd254aa8b29537d	D_PROTECTED_COMPLEMENT	RETAINED	RETAINED	RETAINED	RETAINED	RETAINED	RETAIN_BYTE_EXACT	-
