path	reach	importers(sorted)	imports(sorted)
collab-electron/src/main/package-resource-paths.ts	reachable	collab-electron/scripts/package-lib/package-resource-paths-reexport.ts;collab-electron/src/main/agent-host.ts;collab-electron/src/main/host-native-tui.ts;collab-electron/src/main/runtime-adapter.ts	""
collab-electron/src/main/paths.ts	reachable	collab-electron/src/main/config.ts;collab-electron/src/main/host-native-tui.ts;collab-electron/src/main/index.ts;collab-electron/src/main/json-rpc-server.ts;collab-electron/src/main/kernel.ts;qa/gates/product-identity.ts	""
collab-electron/src/main/peer-delivery.ts	reachable	collab-electron/src/main/host-native-tui.ts;collab-electron/src/main/index.ts	collab-electron/src/main/peer-notification.ts;collab-electron/src/main/peer-role-registry.ts;collab-electron/src/main/pty.ts;collab-electron/src/main/pty.ts
collab-electron/src/main/peer-notification.ts	reachable	collab-electron/src/main/peer-delivery.ts	""
collab-electron/src/main/peer-role-registry.ts	reachable	collab-electron/src/main/peer-delivery.ts;qa/gates/dock-definition-launch/run.ts	""
collab-electron/src/main/precreated-native-tui.ts	reachable	collab-electron/src/main/agent-host.ts	""
collab-electron/src/main/precreated-start-ownership.ts	reachable	collab-electron/src/main/agent-host.ts;collab-electron/src/main/ontology-gateway.ts	""
collab-electron/src/main/pty-display.ts	reachable	collab-electron/src/main/pty.ts	""
collab-electron/src/main/pty.ts	reachable	collab-electron/src/main/agent-host.ts;collab-electron/src/main/host-native-tui.ts;collab-electron/src/main/index.ts;collab-electron/src/main/peer-delivery.ts	collab-electron/packages/shared/src/path-utils.ts;collab-electron/src/main/config.ts;collab-electron/src/main/cwd-fallback.ts;collab-electron/src/main/ipc-endpoint.ts;collab-electron/src/main/paths.ts;collab-electron/src/main/pty-display.ts;collab-electron/src/main/pty-display.ts;collab-electron/src/main/sidecar/client.ts;collab-electron/src/main/sidecar/protocol.ts;collab-electron/src/main/terminal-target.ts;collab-electron/src/main/tmux.ts
collab-electron/src/main/qf-execute-allowlist.ts	reachable	collab-electron/src/main/ipc-kernel.ts	""
collab-electron/src/main/research-context.ts	reachable	collab-electron/src/main/index.ts;collab-electron/src/main/ipc-kernel.ts	""
collab-electron/src/main/research-world-projection.ts	reachable	collab-electron/src/main/kernel.ts;collab-electron/src/main/ontology-gateway.ts	""
collab-electron/src/main/runtime-adapter.ts	reachable	collab-electron/src/main/agent-host.ts;collab-electron/src/main/definition-runtime.ts;collab-electron/src/main/dock-profiles.ts;qa/gates/dev-dock-readiness.ts;qa/gates/dock-definition-launch/run.ts	collab-electron/src/main/config.ts;collab-electron/src/main/package-resource-paths.ts
collab-electron/src/main/runtime-kernel-admission.ts	reachable	collab-electron/src/main/agent-host.ts;collab-electron/src/main/index.ts;qa/gates/dock-definition-launch/run.ts	""
collab-electron/src/main/second-opinion-admission.ts	reachable	collab-electron/src/main/ipc-kernel.ts	""
collab-electron/src/main/session-canvas-projector.ts	reachable	collab-electron/src/main/ontology-gateway.ts	""
collab-electron/src/main/sidecar/client.ts	reachable	collab-electron/src/main/pty.ts	collab-electron/src/main/sidecar/protocol.ts
collab-electron/src/main/sidecar/entry.ts	entrypoint	""	collab-electron/src/main/sidecar/protocol.ts;collab-electron/src/main/sidecar/server.ts
collab-electron/src/main/sidecar/log.ts	reachable	collab-electron/src/main/sidecar/server.ts	""
collab-electron/src/main/sidecar/protocol.ts	reachable	collab-electron/src/main/pty.ts;collab-electron/src/main/sidecar/client.ts;collab-electron/src/main/sidecar/entry.ts;collab-electron/src/main/sidecar/server.ts	collab-electron/src/main/ipc-endpoint.ts;collab-electron/src/main/paths.ts
collab-electron/src/main/sidecar/ring-buffer.ts	reachable	collab-electron/src/main/sidecar/server.ts	""
collab-electron/src/main/sidecar/server.ts	reachable	collab-electron/src/main/sidecar/entry.ts	collab-electron/packages/shared/src/path-utils.ts;collab-electron/src/main/ipc-endpoint.ts;collab-electron/src/main/sidecar/log.ts;collab-electron/src/main/sidecar/protocol.ts;collab-electron/src/main/sidecar/ring-buffer.ts
collab-electron/src/main/task-delegation-projection.ts	reachable	collab-electron/src/main/kernel.ts;qa/gates/research-director-delegation.ts	""
collab-electron/src/main/terminal-target.ts	reachable	collab-electron/src/main/agent-host.ts;collab-electron/src/main/host-native-tui.ts;collab-electron/src/main/index.ts;collab-electron/src/main/pty.ts	collab-electron/packages/shared/src/path-utils.ts;collab-electron/src/main/config.ts
collab-electron/src/main/tmux.ts	reachable	collab-electron/src/main/index.ts;collab-electron/src/main/pty.ts	collab-electron/src/main/paths.ts
collab-electron/src/main/trusted-sender.ts	reachable	collab-electron/src/main/connections-ipc.ts;collab-electron/src/main/host-acp-permission.ts;collab-electron/src/main/ipc-kernel.ts	""
collab-electron/src/main/updater/index.ts	reachable	collab-electron/src/main/index.ts	collab-electron/src/main/updater/update-manager.ts;collab-electron/src/main/updater/update-manager.ts
collab-electron/src/main/updater/update-manager.ts	reachable	collab-electron/src/main/updater/index.ts	collab-electron/src/main/analytics.ts
collab-electron/src/main/watcher-worker.ts	entrypoint	""	""
collab-electron/src/main/watcher.ts	reachable	collab-electron/src/main/index.ts;collab-electron/src/main/ipc-workspace.ts;collab-electron/src/main/ipc.ts	""
collab-electron/src/main/wikilink-index.ts	reachable	collab-electron/src/main/ipc-filesystem.ts;collab-electron/src/main/ipc-knowledge.ts;collab-electron/src/main/ipc-workspace.ts;collab-electron/src/main/ipc.ts	""
collab-electron/src/main/workspace-config.ts	reachable	collab-electron/src/main/ipc-workspace.ts	collab-electron/src/main/app-migration.ts;collab-electron/src/main/files.ts
collab-electron/src/main/workspace-graph-python.ts	reachable	collab-electron/src/main/workspace-graph.ts	collab-electron/src/main/workspace-graph.ts
collab-electron/src/main/workspace-graph.ts	reachable	collab-electron/src/main/ipc-knowledge.ts;collab-electron/src/main/workspace-graph-python.ts	collab-electron/src/main/file-filter.ts;collab-electron/src/main/files.ts;collab-electron/src/main/workspace-graph-python.ts
collab-electron/src/preload/shell.ts	entrypoint	""	""
collab-electron/src/preload/universal.ts	entrypoint	""	collab-electron/packages/shared/src/replay-types.ts
collab-electron/src/windows/agent-chat/src/AgentThread.tsx	reachable	collab-electron/src/windows/agent-chat/src/App.tsx	collab-electron/src/windows/agent-chat/src/MarkdownText.tsx;collab-electron/src/windows/agent-chat/src/ToolCallCard.tsx
collab-electron/src/windows/agent-chat/src/App.tsx	reachable	collab-electron/src/windows/agent-chat/src/main.tsx	collab-electron/src/windows/agent-chat/src/AgentThread.tsx;collab-electron/src/windows/agent-chat/src/use-acp-runtime.ts
collab-electron/src/windows/agent-chat/src/dev-shim.ts	reachable	collab-electron/src/windows/agent-chat/src/main.tsx	""
collab-electron/src/windows/agent-chat/src/main.tsx	entrypoint	""	collab-electron/packages/shared/src/dark-mode.ts;collab-electron/packages/theme/src/styles.css;collab-electron/src/windows/agent-chat/src/App.tsx;collab-electron/src/windows/agent-chat/src/dev-shim.ts;collab-electron/src/windows/agent-chat/src/styles.css;collab-electron/src/windows/shared/qf-base.css;collab-electron/src/windows/shared/qf-tokens.css
collab-electron/src/windows/agent-chat/src/MarkdownText.tsx	reachable	collab-electron/src/windows/agent-chat/src/AgentThread.tsx	""
collab-electron/src/windows/agent-chat/src/ToolCallCard.tsx	reachable	collab-electron/src/windows/agent-chat/src/AgentThread.tsx	""
collab-electron/src/windows/agent-chat/src/use-acp-runtime.ts	reachable	collab-electron/src/windows/agent-chat/src/App.tsx	""
collab-electron/src/windows/artifact-tile/src/App.tsx	reachable	collab-electron/src/windows/artifact-tile/src/main.tsx	collab-electron/src/windows/artifact-tile/src/result-payload.ts
collab-electron/src/windows/artifact-tile/src/main.tsx	entrypoint	""	collab-electron/packages/shared/src/dark-mode.ts;collab-electron/packages/shared/src/styles/Theme.css;collab-electron/src/windows/artifact-tile/src/App.tsx;collab-electron/src/windows/artifact-tile/src/styles/App.css;collab-electron/src/windows/shared/qf-base.css;collab-electron/src/windows/shared/qf-tokens.css
collab-electron/src/windows/artifact-tile/src/result-payload.ts	reachable	collab-electron/src/windows/artifact-tile/src/App.tsx	""
collab-electron/src/windows/graph-tile/src/App.tsx	reachable	collab-electron/src/windows/graph-tile/src/main.tsx	collab-electron/packages/components/src/WorkspaceGraph/index.ts
collab-electron/src/windows/graph-tile/src/main.tsx	entrypoint	""	collab-electron/packages/components/src/WorkspaceGraph/WorkspaceGraph.css;collab-electron/packages/shared/src/dark-mode.ts;collab-electron/packages/shared/src/styles/Theme.css;collab-electron/src/windows/graph-tile/src/App.tsx;collab-electron/src/windows/graph-tile/src/styles/App.css;collab-electron/src/windows/shared/qf-base.css;collab-electron/src/windows/shared/qf-tokens.css
collab-electron/src/windows/nav/src/App.tsx	reachable	collab-electron/src/windows/nav/src/main.tsx	collab-electron/packages/components/src/TreeView/index.ts;collab-electron/packages/components/src/TreeView/index.ts;collab-electron/packages/components/src/TreeView/useFileTree.ts;collab-electron/packages/components/src/TreeView/useWorkspaceFileTree.ts;collab-electron/packages/components/src/TreeView/WorkspaceTree.tsx;collab-electron/packages/shared/src/path-utils.ts
collab-electron/src/windows/nav/src/main.tsx	entrypoint	""	collab-electron/packages/components/src/TreeView/TreeView.css;collab-electron/packages/shared/src/dark-mode.ts;collab-electron/packages/shared/src/styles/Theme.css;collab-electron/src/windows/nav/src/App.tsx;collab-electron/src/windows/nav/src/styles/App.css;collab-electron/src/windows/shared/PostHogProvider.tsx;collab-electron/src/windows/shared/qf-base.css;collab-electron/src/windows/shared/qf-tokens.css
collab-electron/src/windows/session-tile/src/App.tsx	reachable	collab-electron/src/windows/session-tile/src/main.tsx	""
collab-electron/src/windows/session-tile/src/main.tsx	entrypoint	""	collab-electron/src/windows/session-tile/src/App.tsx;collab-electron/src/windows/session-tile/src/styles.css;collab-electron/src/windows/shared/qf-base.css;collab-electron/src/windows/shared/qf-tokens.css
collab-electron/src/windows/settings/src/App.tsx	reachable	collab-electron/src/windows/settings/src/main.tsx	""
collab-electron/src/windows/settings/src/main.tsx	entrypoint	""	collab-electron/packages/shared/src/dark-mode.ts;collab-electron/packages/theme/src/styles.css;collab-electron/src/windows/settings/src/App.tsx;collab-electron/src/windows/shared/PostHogProvider.tsx;collab-electron/src/windows/shared/qf-base.css;collab-electron/src/windows/shared/qf-tokens.css
collab-electron/src/windows/shared/flow-cube/flow-cube-watermark.js	reachable	collab-electron/src/windows/shell/src/renderer.js	""
collab-electron/src/windows/shared/PostHogProvider.tsx	reachable	collab-electron/src/windows/nav/src/main.tsx;collab-electron/src/windows/settings/src/main.tsx;collab-electron/src/windows/terminal/src/main.tsx;collab-electron/src/windows/viewer/src/main.tsx	""
collab-electron/src/windows/shell/src/cable-controller.js	reachable	collab-electron/src/windows/shell/src/renderer.js	collab-electron/src/windows/shell/src/cable-math.js;collab-electron/src/windows/shell/src/cable-overlay.js
collab-electron/src/windows/shell/src/cable-inspector.js	reachable	collab-electron/src/windows/shell/src/renderer.js	collab-electron/src/windows/shell/src/cable-overlay.js;collab-electron/src/windows/shell/src/glacier-feel.js
collab-electron/src/windows/shell/src/cable-math.js	reachable	collab-electron/src/windows/shell/src/cable-controller.js;collab-electron/src/windows/shell/src/cable-overlay.js;qa/gates/glacier-feel.ts	""
collab-electron/src/windows/shell/src/cable-overlay.js	reachable	collab-electron/src/windows/shell/src/cable-controller.js;collab-electron/src/windows/shell/src/cable-inspector.js;collab-electron/src/windows/shell/src/renderer.js	collab-electron/src/windows/shell/src/cable-math.js;collab-electron/src/windows/shell/src/glacier-feel.js
collab-electron/src/windows/shell/src/canvas-layout.js	reachable	collab-electron/src/windows/shell/src/renderer.js	""
collab-electron/src/windows/shell/src/canvas-minimap.js	reachable	collab-electron/src/windows/shell/src/renderer.js	""
collab-electron/src/windows/shell/src/canvas-place.js	reachable	collab-electron/src/windows/shell/src/renderer.js	""
collab-electron/src/windows/shell/src/canvas-rpc.js	reachable	collab-electron/src/windows/shell/src/renderer.js;collab-electron/src/windows/shell/src/tile-manager.js	collab-electron/src/windows/shell/src/canvas-state.js
collab-electron/src/windows/shell/src/canvas-state.js	reachable	collab-electron/src/windows/shell/src/canvas-rpc.js;collab-electron/src/windows/shell/src/renderer.js;collab-electron/src/windows/shell/src/research-world.js;collab-electron/src/windows/shell/src/tile-interactions.js;collab-electron/src/windows/shell/src/tile-manager.js;collab-electron/src/windows/shell/src/tile-renderer.js	""
collab-electron/src/windows/shell/src/canvas-viewport.js	reachable	collab-electron/src/windows/shell/src/renderer.js	""
collab-electron/src/windows/shell/src/dark-mode.js	reachable	collab-electron/src/windows/shell/src/renderer.js	""
collab-electron/src/windows/shell/src/dock.js	reachable	collab-electron/src/windows/shell/src/renderer.js	collab-electron/src/windows/shell/src/participant-projection.js
collab-electron/src/windows/shell/src/edge-indicators.js	reachable	collab-electron/src/windows/shell/src/renderer.js	collab-electron/src/windows/shell/src/tile-renderer.js
collab-electron/src/windows/shell/src/glacier-feel.js	reachable	collab-electron/src/windows/shell/src/cable-inspector.js;collab-electron/src/windows/shell/src/cable-overlay.js;collab-electron/src/windows/shell/src/kernel-ledger.js;collab-electron/src/windows/shell/src/renderer.js;qa/gates/glacier-feel.ts	""
collab-electron/src/windows/shell/src/handoff-layer.js	reachable	collab-electron/src/windows/shell/src/renderer.js	""
collab-electron/src/windows/shell/src/kernel-ledger.js	reachable	collab-electron/src/windows/shell/src/renderer.js	collab-electron/src/windows/shell/src/glacier-feel.js
collab-electron/src/windows/shell/src/panel-manager.js	reachable	collab-electron/src/windows/shell/src/renderer.js	""
collab-electron/src/windows/shell/src/participant-projection.js	reachable	collab-electron/src/windows/shell/src/dock.js;collab-electron/src/windows/shell/src/renderer.js;collab-electron/src/windows/shell/src/research-world.js;collab-electron/src/windows/shell/src/task-composition.js	""
collab-electron/src/windows/shell/src/renderer.js	entrypoint	""	collab-electron/src/windows/shell/src/canvas-minimap.js;collab-electron/src/windows/shell/src/canvas-rpc.js;collab-electron/src/windows/shell/src/canvas-state.js;collab-electron/src/windows/shell/src/canvas-viewport.js;collab-electron/src/windows/shell/src/dark-mode.js;collab-electron/src/windows/shell/src/edge-indicators.js;collab-electron/src/windows/shell/src/panel-manager.js;collab-electron/src/windows/shell/src/tile-interactions.js;collab-electron/src/windows/shell/src/tile-manager.js;collab-electron/src/windows/shell/src/tile-renderer.js;collab-electron/src/windows/shell/src/webview-factory.js;collab-electron/src/windows/shell/src/workspace-manager.js
collab-electron/src/windows/shell/src/research-world.js	reachable	collab-electron/src/windows/shell/src/renderer.js	collab-electron/src/windows/shell/src/canvas-state.js;collab-electron/src/windows/shell/src/participant-projection.js
collab-electron/src/windows/shell/src/task-composition.js	reachable	collab-electron/src/windows/shell/src/renderer.js;qa/gates/research-director-delegation.ts	collab-electron/src/windows/shell/src/participant-projection.js
collab-electron/src/windows/shell/src/tile-interactions.js	reachable	collab-electron/src/windows/shell/src/renderer.js;collab-electron/src/windows/shell/src/tile-manager.js	collab-electron/src/windows/shell/src/canvas-state.js;collab-electron/src/windows/shell/src/canvas-state.js;collab-electron/src/windows/shell/src/canvas-state.js;collab-electron/src/windows/shell/src/canvas-state.js
collab-electron/src/windows/shell/src/tile-manager.js	reachable	collab-electron/src/windows/shell/src/renderer.js	collab-electron/packages/shared/src/collab-file-url.ts;collab-electron/packages/shared/src/path-utils.ts;collab-electron/src/windows/shell/src/canvas-rpc.js;collab-electron/src/windows/shell/src/canvas-state.js;collab-electron/src/windows/shell/src/tile-interactions.js;collab-electron/src/windows/shell/src/tile-renderer.js
collab-electron/src/windows/shell/src/tile-renderer.js	reachable	collab-electron/src/windows/shell/src/edge-indicators.js;collab-electron/src/windows/shell/src/renderer.js;collab-electron/src/windows/shell/src/tile-manager.js	collab-electron/packages/shared/src/path-utils.ts;collab-electron/src/windows/shell/src/canvas-state.js;collab-electron/src/windows/shell/src/canvas-state.js;collab-electron/src/windows/shell/src/canvas-state.js
collab-electron/src/windows/shell/src/tooltip.js	reachable	collab-electron/src/windows/shell/src/renderer.js	""
collab-electron/src/windows/shell/src/webview-factory.js	reachable	collab-electron/src/windows/shell/src/renderer.js	""
collab-electron/src/windows/shell/src/workspace-manager.js	reachable	collab-electron/src/windows/shell/src/renderer.js	""
collab-electron/src/windows/terminal-tile/src/App.tsx	reachable	collab-electron/src/windows/terminal-tile/src/main.tsx	collab-electron/packages/components/src/Terminal/index.ts
collab-electron/src/windows/terminal-tile/src/main.tsx	entrypoint	""	collab-electron/src/windows/shared/qf-base.css;collab-electron/src/windows/shared/qf-tokens.css;collab-electron/src/windows/terminal-tile/src/App.tsx;collab-electron/src/windows/terminal-tile/src/styles/App.css
collab-electron/src/windows/terminal/src/App.tsx	reachable	collab-electron/src/windows/terminal/src/main.tsx	collab-electron/packages/components/src/Terminal/index.ts;collab-electron/packages/shared/src/path-utils.ts;collab-electron/src/windows/terminal/src/styles/App.css
collab-electron/src/windows/terminal/src/main.tsx	entrypoint	""	collab-electron/packages/shared/src/dark-mode.ts;collab-electron/packages/shared/src/styles/Theme.css;collab-electron/src/windows/shared/PostHogProvider.tsx;collab-electron/src/windows/shared/qf-base.css;collab-electron/src/windows/shared/qf-tokens.css;collab-electron/src/windows/terminal/src/App.tsx
collab-electron/src/windows/tile-list/src/App.tsx	reachable	collab-electron/src/windows/tile-list/src/main.tsx	collab-electron/src/windows/tile-list/src/App.css
collab-electron/src/windows/tile-list/src/main.tsx	entrypoint	""	collab-electron/packages/shared/src/dark-mode.ts;collab-electron/packages/shared/src/styles/Theme.css;collab-electron/src/windows/shared/qf-base.css;collab-electron/src/windows/shared/qf-tokens.css;collab-electron/src/windows/tile-list/src/App.tsx
collab-electron/src/windows/viewer/src/App.tsx	reachable	collab-electron/src/windows/viewer/src/main.tsx	collab-electron/packages/components/src/CodeEditorView/index.ts;collab-electron/packages/components/src/FolderTableView/index.ts;collab-electron/packages/components/src/ImageView/ImageView.tsx;collab-electron/packages/components/src/ItemDetailView/index.ts;collab-electron/packages/components/src/WorkspaceGraph/index.ts;collab-electron/packages/shared/src/collab-file-url.ts;collab-electron/packages/shared/src/extract-cover-image.ts;collab-electron/packages/shared/src/filepath.ts;collab-electron/packages/shared/src/image.ts;collab-electron/packages/shared/src/pdf.ts;collab-electron/packages/shared/src/types.ts;collab-electron/packages/shared/src/viewer-item.ts
collab-electron/src/windows/viewer/src/main.tsx	entrypoint	""	collab-electron/packages/components/src/Markdown/MarkdownContent.css;collab-electron/packages/shared/src/dark-mode.ts;collab-electron/src/windows/shared/PostHogProvider.tsx;collab-electron/src/windows/shared/qf-base.css;collab-electron/src/windows/shared/qf-tokens.css;collab-electron/src/windows/viewer/src/App.tsx;collab-electron/src/windows/viewer/src/styles/Theme.css
packages/qf-kernel/src/create.ts	reachable	packages/qf-kernel/src/execute.ts;packages/qf-kernel/src/governed-review.ts;packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts	packages/qf-kernel/src/creation-policy.ts;packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/events.ts;packages/qf-kernel/src/hash.ts;packages/qf-kernel/src/links.ts;packages/qf-kernel/src/market-context.ts;packages/qf-kernel/src/ontology-read-receipt.ts;packages/qf-kernel/src/resolve-artifact-root.ts;packages/qf-kernel/src/results.ts;packages/qf-kernel/src/trace.ts;qf-kernel-schema/src/commands.ts
packages/qf-kernel/src/creation-policy.ts	reachable	packages/qf-kernel/src/create.ts	packages/qf-kernel/src/errors.ts
packages/qf-kernel/src/db-bun.ts	reachable	packages/qf-kernel/src/index.ts	packages/qf-kernel/src/db.ts
packages/qf-kernel/src/db.ts	reachable	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/db-bun.ts;packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts;packages/qf-kernel/src/read.ts;qa/gates/market-ingest/run.ts	packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/registry-drift.ts;packages/qf-kernel/src/upgrade.ts;qf-kernel-schema/src/schema.ts
packages/qf-kernel/src/deterministic-execution.ts	reachable	packages/qf-kernel/src/create.ts	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/events.ts;packages/qf-kernel/src/hash.ts;packages/qf-kernel/src/links.ts;packages/qf-kernel/src/resolve-artifact-root.ts;packages/qf-kernel/src/results.ts;packages/qf-kernel/src/strategy-outcome.ts;packages/qf-kernel/src/trace.ts;qf-kernel-schema/src/commands.ts
packages/qf-kernel/src/errors.ts	reachable	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/db.ts;packages/qf-kernel/src/index.ts;packages/qf-kernel/src/pipeline.ts;packages/qf-kernel/src/portable.ts;packages/qf-kernel/src/read.ts	""
packages/qf-kernel/src/events.ts	reachable	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/deterministic-execution.ts;packages/qf-kernel/src/execute.ts;packages/qf-kernel/src/governed-review.ts;packages/qf-kernel/src/market-context.ts;packages/qf-kernel/src/market-ingest.ts	packages/qf-kernel/src/db.ts
packages/qf-kernel/src/execute.ts	reachable	packages/qf-kernel/src/governed-review.ts;packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/events.ts;packages/qf-kernel/src/links.ts;packages/qf-kernel/src/pipeline.ts;packages/qf-kernel/src/results.ts;packages/qf-kernel/src/trace.ts;qf-kernel-schema/src/commands.ts;qf-kernel-schema/src/schema.ts;qf-kernel-schema/src/transition-meta.ts;qf-kernel-schema/src/validate.ts
packages/qf-kernel/src/fixtures.ts	reachable	packages/qf-kernel/src/index.ts	packages/qf-kernel/src/db.ts
packages/qf-kernel/src/governed-review.ts	reachable	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/execute.ts;packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/events.ts;packages/qf-kernel/src/execute.ts;packages/qf-kernel/src/hash.ts;packages/qf-kernel/src/resolve-artifact-root.ts
packages/qf-kernel/src/hash.ts	reachable	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/governed-review.ts;packages/qf-kernel/src/index.ts;packages/qf-kernel/src/market-context.ts;packages/qf-kernel/src/ontology-read-receipt.ts;packages/qf-kernel/src/portable.ts	""
packages/qf-kernel/src/index.ts	package-entry	qa/gates/agent-path/run.ts;qa/gates/artifact-root/run.ts;qa/gates/boot-reconcile/run.ts;qa/gates/bovada-football/run.ts;qa/gates/dock-definition-launch/run.ts;qa/gates/dock-profile-identity/run.ts	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/db-bun.ts;packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/execute.ts;packages/qf-kernel/src/hash.ts;packages/qf-kernel/src/pipeline.ts;packages/qf-kernel/src/read.ts;packages/qf-kernel/src/registry-drift.ts;packages/qf-kernel/src/resolve-artifact-root.ts;packages/qf-kernel/src/resolve-path.ts;packages/qf-kernel/src/results.ts
packages/qf-kernel/src/insert.ts	test-only	""	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/events.ts;packages/qf-kernel/src/trace.ts
packages/qf-kernel/src/links.ts	reachable	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/deterministic-execution.ts;packages/qf-kernel/src/execute.ts;packages/qf-kernel/src/market-context.ts;packages/qf-kernel/src/market-ingest.ts	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;qf-kernel-schema/src/link-endpoints.ts
packages/qf-kernel/src/market-context.ts	reachable	packages/qf-kernel/src/create.ts	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/events.ts;packages/qf-kernel/src/hash.ts;packages/qf-kernel/src/links.ts;packages/qf-kernel/src/results.ts;packages/qf-kernel/src/trace.ts;qf-kernel-schema/src/commands.ts
packages/qf-kernel/src/market-ingest.ts	reachable	packages/qf-kernel/src/pipeline.ts	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/events.ts;packages/qf-kernel/src/hash.ts;packages/qf-kernel/src/links.ts;packages/qf-kernel/src/results.ts;packages/qf-kernel/src/trace.ts;qf-kernel-schema/src/commands.ts
packages/qf-kernel/src/ontology-read-receipt.ts	reachable	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/execute.ts;packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/hash.ts;qf-kernel-schema/src/schema.ts
packages/qf-kernel/src/pipeline.ts	reachable	packages/qf-kernel/src/execute.ts;packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/market-ingest.ts;packages/qf-kernel/src/results.ts;packages/qf-kernel/src/trace.ts;qf-kernel-schema/src/commands.ts
packages/qf-kernel/src/portable.ts	package-entry	collab-electron/scripts/package-lib/package-inspect.ts;collab-electron/src/main/kernel.ts;qa/gates/market-ingest/run.ts;tools/qf-bovada-football/src/artifact-store.ts;tools/qf-bovada-football/src/runner.ts	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/execute.ts;packages/qf-kernel/src/hash.ts;packages/qf-kernel/src/ontology-read-receipt.ts;packages/qf-kernel/src/pipeline.ts;packages/qf-kernel/src/read.ts;packages/qf-kernel/src/registry-drift.ts;packages/qf-kernel/src/resolve-artifact-root.ts;packages/qf-kernel/src/resolve-path.ts;packages/qf-kernel/src/results.ts
packages/qf-kernel/src/read.ts	reachable	packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts;packages/qf-kernel/src/species.ts	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;qf-kernel-schema/src/define.ts;qf-kernel-schema/src/schema.ts
packages/qf-kernel/src/registry-drift.ts	reachable	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts	""
packages/qf-kernel/src/replay.ts	reachable	packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts
packages/qf-kernel/src/resolve-artifact-root.ts	reachable	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/deterministic-execution.ts;packages/qf-kernel/src/governed-review.ts;packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts;packages/qf-kernel/src/strategy-outcome.ts	""
packages/qf-kernel/src/resolve-path.ts	reachable	packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts	""
packages/qf-kernel/src/results.ts	reachable	packages/qf-kernel/src/create.ts;packages/qf-kernel/src/execute.ts;packages/qf-kernel/src/index.ts;packages/qf-kernel/src/market-context.ts;packages/qf-kernel/src/pipeline.ts;packages/qf-kernel/src/portable.ts	""
packages/qf-kernel/src/species.ts	reachable	packages/qf-kernel/src/index.ts;packages/qf-kernel/src/portable.ts	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/read.ts
packages/qf-kernel/src/strategy-outcome.ts	reachable	packages/qf-kernel/src/deterministic-execution.ts;packages/qf-kernel/src/execute.ts	packages/qf-kernel/src/db.ts;packages/qf-kernel/src/errors.ts;packages/qf-kernel/src/events.ts;packages/qf-kernel/src/hash.ts;packages/qf-kernel/src/resolve-artifact-root.ts;packages/qf-kernel/src/results.ts;packages/qf-kernel/src/trace.ts;qf-kernel-schema/src/commands.ts
packages/qf-kernel/src/task-governance.ts	test-only	""	packages/qf-kernel/src/execute.ts
